OID_,sci_name,class,family,order_,biome_freshwater,biome_marine,biome_terrestrial,category,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Igola_Luhololo,Luisenga,Mwenga,Sens_Score,Sens_Score_1
647,Lamprotornis chalybaeus,AVES,STURNIDAE,PASSERIFORMES,true,false,true,LC,,Greater Blue-eared Starling,Not a Migrant,8693687.964454213157296,,,0.005681809366832,0.004441583405001,0.004955558800529,,
648,Lamprotornis chloropterus,AVES,STURNIDAE,PASSERIFORMES,false,false,true,LC,,Lesser Blue-eared Starling,Not a Migrant,5690108.150116266682744,,,0.009648053603007,0.006786117095224,0.007571399482174,,
649,Lamprotornis unicolor,AVES,STURNIDAE,PASSERIFORMES,false,false,true,LC,,Ashy Starling,Not a Migrant,309303.625664519087877,,,,0.124840890914927,0.139287348503415,,
650,Laniarius aethiopicus,AVES,MALACONOTIDAE,PASSERIFORMES,false,false,true,LC,,Tropical Boubou,Not a Migrant,7211017.376006113365293,,,0.007613137727541,0.005354825564512,0.005974480389502,,10.000000000000000
651,Laniarius fuelleborni,AVES,MALACONOTIDAE,PASSERIFORMES,false,false,true,LC,,Fülleborn's Boubou,Not a Migrant,72494.810356466070516,,,0.633742914810933,0.529424182831937,0.566764363415101,,10.000000000000000
652,Laniarius funebris,AVES,MALACONOTIDAE,PASSERIFORMES,false,false,true,LC,,Slate-coloured Boubou,Not a Migrant,1152631.590969204204157,,,,,0.001573249428715,,10.000000000000000
653,Lanistes ovum,GASTROPODA,AMPULLARIIDAE,ARCHITAENIOGLOSSA,true,false,false,LC,,,,18292192.898304082453251,,,0.003001196671413,0.002110941012149,0.002355216902687,,
654,Lanius collaris,AVES,LANIIDAE,PASSERIFORMES,true,false,true,LC,,Common Fiscal,Not a Migrant,7220461.727633522823453,,,0.003733536007083,0.001385116947492,0.004742750788274,,10.000000000000000
655,Lanius collurio,AVES,LANIIDAE,PASSERIFORMES,true,false,true,LC,,Red-backed Shrike,Full Migrant,27544578.236648265272379,,,0.001993077111857,0.001159385329818,0.000033600660566,,10.000000000000000
656,Larus cirrocephalus,AVES,LARIDAE,CHARADRIIFORMES,true,true,true,LC,,Grey-headed Gull,Full Migrant,33664122.949534781277180,,,0.001630770791846,0.001147029442860,0.001279762492725,10.000000000000000,15.000000000000000
657,Lavia frons,MAMMALIA,MEGADERMATIDAE,CHIROPTERA,false,false,true,LC,,Yellow-winged Bat,,7565456.644286444410682,,,,0.005031485266862,0.005694577859202,,10.000000000000000
658,Lemna perpusilla,LILIOPSIDA,ARACEAE,ALISMATALES,true,false,false,LC,,,,82401855.603185847401619,,,0.000666228545915,0.000468602799154,0.000522829025948,,
659,Leptailurus serval,MAMMALIA,FELIDAE,CARNIVORA,true,false,true,LC,,Serval,Not a Migrant,12662156.298621905967593,,,0.004335633453301,0.003049539058002,0.003402428534703,,
660,Leptomyrina gorgias,INSECTA,LYCAENIDAE,LEPIDOPTERA,false,false,true,LC,,Common Black-eye,,4976558.113412534818053,,,0.011031413114873,0.007759125747393,0.008657003679951,,
661,Leptopelis bocagii,AMPHIBIA,ARTHROLEPTIDAE,ANURA,true,false,true,LC,,,,3233051.279351568315178,,,,0.009748129788482,0.013192652808773,,
662,Leptopelis flavomaculatus,AMPHIBIA,ARTHROLEPTIDAE,ANURA,true,false,true,LC,,,,859043.080389035400003,,,0.063906537043945,0.044949713317857,0.050151247224753,,
663,Leptopelis grandiceps,AMPHIBIA,ARTHROLEPTIDAE,ANURA,true,false,true,VU,B2ab(iii),Large Headed Forest Treefrog,Not a Migrant,1513.626312649300417,,,,,7.780292189286047,,
664,Leptopelis parbocagii,AMPHIBIA,ARTHROLEPTIDAE,ANURA,true,false,true,LC,,,,961568.345538040855899,,,0.015740484546528,,,,
665,Leptoptilos crumenifer,AVES,CICONIIDAE,CICONIIFORMES,true,false,true,LC,,Marabou,Not a Migrant,12361034.700873030349612,,,0.004441251866670,0.003123827505188,0.003485313563456,15.000000000000000,20.000000000000000
666,Lepus victoriae,MAMMALIA,LEPORIDAE,LAGOMORPHA,false,false,true,LC,,African Savanna Hare,,11319789.540244705975056,,,0.004849778191021,0.003411171210727,0.003805908382672,,
667,Lestes dissimulans,INSECTA,LESTIDAE,ODONATA,true,false,true,LC,,Cryptic Spreadwing,,10380778.290799427777529,,,0.005288473262923,0.003719734600767,0.004150178405619,,
668,Lestes ictericus,INSECTA,LESTIDAE,ODONATA,true,false,true,LC,,Tawny Spreadwing,,7012247.417100849561393,,,0.007828940591193,0.005506614056003,0.006143833686792,,
669,Lestes pallidus,INSECTA,LESTIDAE,ODONATA,true,false,true,LC,,Pallid Spreadwing,Not a Migrant,11910969.707423720508814,,,0.004609067925428,0.003241863688656,0.003617008770869,,
670,Lestes plagiatus,INSECTA,LESTIDAE,ODONATA,true,false,true,LC,,Highland Spreadwing,,4850136.455121733248234,,,0.011318953383518,0.007961371921897,0.008882653570666,,
671,Lestes tridens,INSECTA,LESTIDAE,ODONATA,true,false,true,LC,,Spotted Spreadwing,,8948944.560566781088710,,,0.006134630521809,0.004314893217836,0.004814208157143,,
672,Lestes uncifer,INSECTA,LESTIDAE,ODONATA,true,false,true,LC,,Sickle Spreadwing,,7210088.273786958307028,,,0.007614118767285,0.005355515594942,0.005975250269533,,
673,Lestes virgatus,INSECTA,LESTIDAE,ODONATA,true,false,true,LC,,Smoky Spreadwing,,4203687.558881159871817,,,0.013059597715164,0.009185682725063,0.010248640340781,,
674,Lestinogomphus angustus,INSECTA,GOMPHIDAE,ODONATA,true,false,true,LC,,Spined Fairytail,,4324576.626407257281244,,,0.012694530166028,0.008928906463441,0.009962150199451,,
675,Limnophyton obtusifolium,LILIOPSIDA,ALISMATACEAE,ALISMATALES,true,false,true,LC,,Arrow Head,,30799014.173808358609676,,,0.001782474858754,0.001253732992013,0.001398813665209,,
676,Linurgus olivaceus,AVES,FRINGILLIDAE,PASSERIFORMES,false,false,true,LC,,Oriole Finch,Not a Migrant,220043.975588647590484,,,,0.175481923955784,0.195788509028948,,
677,Lissonycteris angolensis,MAMMALIA,PTEROPODIDAE,CHIROPTERA,false,false,true,LC,,Angolan Fruit Bat,,9080972.716157978400588,,,0.006045439200753,0.004252159036055,0.004744214441328,,10.000000000000000
678,Lissotis melanogaster,AVES,OTIDIDAE,OTIDIFORMES,true,false,true,LC,,Black-bellied Bustard,Not a Migrant,10622739.713619828224182,,,0.005168014082924,0.003635007656421,0.004055646948222,20.000000000000000,15.000000000000000
679,Litogyne gariepina,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,true,false,true,LC,,,,7639579.025601428002119,,,0.007186059369928,0.005054432981421,0.005639326690244,,
680,Locustella fluviatilis,AVES,LOCUSTELLIDAE,PASSERIFORMES,true,false,true,LC,,River Warbler,Full Migrant,29685005.095399484038353,,,0.001849366987231,0.001300782670142,0.001451307882982,,
681,Lophaetus occipitalis,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,false,true,LC,,Long-crested Eagle,Not a Migrant,14030807.404155272990465,,,0.003912709144804,0.002752068293642,0.003070534763990,,10.000000000000000
682,Lophoceros alboterminatus,AVES,BUCEROTIDAE,BUCEROTIFORMES,false,false,true,LC,,Crowned Hornbill,Not a Migrant,3002533.756624434608966,,,0.018281026538825,0.008299516258033,0.000516070471467,10.000000000000000,15.000000000000000
683,Lophoceros nasutus,AVES,BUCEROTIDAE,BUCEROTIFORMES,false,false,true,LC,,African Grey Hornbill,Not a Migrant,9829660.263836642727256,,,0.005584981267481,0.003928288379735,0.004382865810714,10.000000000000000,15.000000000000000
684,Lophoceros pallidirostris,AVES,BUCEROTIDAE,BUCEROTIFORMES,false,false,true,LC,,Pale-billed Hornbill,Not a Migrant,1957655.914928883779794,,,0.028042960982354,0.019724477573771,0.022006973530315,10.000000000000000,15.000000000000000
685,Lophotis gindiana,AVES,OTIDIDAE,OTIDIFORMES,false,false,true,LC,,Buff-crested Bustard,Not a Migrant,1777606.876548326108605,,,,,0.018129376831325,20.000000000000000,15.000000000000000
686,Lophuromys flavopunctatus,MAMMALIA,MURIDAE,RODENTIA,false,false,true,LC,,Yellow-spotted Brush-furred Rat,,1820850.745578538393602,,,0.003351880005436,,0.016221916093854,,
687,Lophuromys machangui,MAMMALIA,MURIDAE,RODENTIA,false,false,true,DD,,Machangu's Brush Furred Rat,,233615.811396004050039,,,0.234994661154023,0.165287357736763,0.184414238248090,,
688,Luzula abyssinica,LILIOPSIDA,JUNCACEAE,POALES,true,false,true,LC,,,,2515186.156647304072976,,,0.021826801286313,0.015352239471072,0.017128784598088,,
689,Luzula johnstonii,LILIOPSIDA,JUNCACEAE,POALES,true,false,true,LC,,,,2329661.824043589644134,,,0.023564994658297,0.016574826351472,0.018492847956158,,
690,Lybius torquatus,AVES,LYBIIDAE,PICIFORMES,true,false,true,LC,,Black-collared Barbet,Not a Migrant,4664163.575478710234165,,,0.011770270821514,0.008278813460613,0.009236829112899,,10.000000000000000
691,Lycodonomorphus whytii,REPTILIA,LAMPROPHIIDAE,SQUAMATA,true,false,true,LC,,Whyte's Water Snake,,103954.639021814116859,281.590512673904527,453.642924212971707,0.528100226750883,0.371447975333479,0.414431547323859,,
692,Lycophidion capense,REPTILIA,LAMPROPHIIDAE,SQUAMATA,false,false,true,LC,,Cape Wolf Snake,,6094527.694037297740579,,,0.009007829842653,0.006335805189458,0.007068977952706,,
693,Lycophidion depressirostre,REPTILIA,LAMPROPHIIDAE,SQUAMATA,false,false,true,LC,,Flat-snouted Wolf Snake,,1723203.366899859393016,,,,0.018071752387130,0.025001159311109,,
694,Lycophidion uzungwense,REPTILIA,LAMPROPHIIDAE,SQUAMATA,false,false,true,LC,,Red-snouted Wolf Snake,,2619.037701059814935,,,,8.398396940893738,13.187195609775831,,
695,Lygodactylus angolensis,REPTILIA,GEKKONIDAE,SQUAMATA,false,false,true,LC,,Angola Dwarf Gecko,,2062355.633963273139670,,,0.026619302478752,0.018723123963334,0.020889744325285,,
696,Lygodactylus angularis,REPTILIA,GEKKONIDAE,SQUAMATA,false,false,true,LC,,Angulate Dwarf Gecko,,245543.950896296562860,,,,0.080785464130101,0.040405250136722,,
697,Macheiramphus alcinus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,true,true,LC,,Bat Hawk,Not a Migrant,13571841.475363813340664,,,0.004045027238115,0.002845136399601,0.003174372614026,,10.000000000000000
698,Macrobrachium idella,MALACOSTRACA,PALAEMONIDAE,DECAPODA,true,false,false,LC,,,Full Migrant,1507636.372899474576116,,,0.036413600405279,0.025612104407453,0.028575910395720,,
699,Macrobrachium lepidactylus,MALACOSTRACA,PALAEMONIDAE,DECAPODA,true,false,false,LC,,,Full Migrant,3218531.181876047980040,,,0.017056994429125,0.011997317411520,,,
700,Macrobrachium rude,MALACOSTRACA,PALAEMONIDAE,DECAPODA,true,false,false,LC,,,Full Migrant,4534567.888890344649553,,,0.012106659285822,0.008515417816498,0.009500813077880,,
701,Macrobrachium scabriculum,MALACOSTRACA,PALAEMONIDAE,DECAPODA,true,false,false,LC,,,Full Migrant,4582081.798202758654952,,,0.011981119250372,0.008427117168952,0.009402294371567,,
702,Macronycteris vittatus,MAMMALIA,HIPPOSIDERIDAE,CHIROPTERA,false,false,true,NT,,Striped Leaf-nosed Bat,Full Migrant,4004552.397490070667118,,,0.013709014888564,0.009642460969016,0.010758276487606,,10.000000000000000
703,Macronyx croceus,AVES,MOTACILLIDAE,PASSERIFORMES,false,false,true,LC,,Yellow-throated Longclaw,Not a Migrant,6191495.714915290474892,,,0.008866753845436,0.006236577067825,0.006958267256411,,15.000000000000000
704,Macronyx fuelleborni,AVES,MOTACILLIDAE,PASSERIFORMES,false,false,true,LC,,Fülleborn's Longclaw,Not a Migrant,2083067.946511874673888,,,0.004368727495622,0.018536956634485,0.020682033907461,,15.000000000000000
705,Macrosphenus kretschmeri,AVES,MACROSPHENIDAE,PASSERIFORMES,false,false,true,LC,,Kretschmer's Longbill,Not a Migrant,120112.016220174380578,,,,0.266294448036648,0.358682530333442,,
706,Malaconotus blanchoti,AVES,MALACONOTIDAE,PASSERIFORMES,false,false,true,LC,,Grey-headed Bush-shrike,Not a Migrant,7329843.782464678399265,,,0.007489718753701,0.005268016800515,0.005877626205946,,10.000000000000000
707,Mandingoa nitidula,AVES,ESTRILDIDAE,PASSERIFORMES,false,false,true,LC,,Green Twinspot,Not a Migrant,1540222.540333999320865,,,,0.025019032674065,0.021127726744401,,
708,Marcusenius livingstonii,ACTINOPTERYGII,MORMYRIDAE,OSTEOGLOSSIFORMES,true,true,false,LC,,Livingstone's Bulldog,,516212.952156720042694,,,0.106348490889007,0.074801959210533,0.083457963852531,,
709,Marcusenius macrolepidotus,ACTINOPTERYGII,MORMYRIDAE,OSTEOGLOSSIFORMES,true,false,false,LC,,Bulldog,Full Migrant,946718.627361021586694,,,0.057988156983078,,,,
710,Marsilea coromandelina,POLYPODIOPSIDA,MARSILEACEAE,SALVINIALES,true,false,false,LC,,,,6161824.507823456078768,,,0.008909450174948,0.006266608233024,0.006991773596701,,
711,Marsilea minuta,POLYPODIOPSIDA,MARSILEACEAE,SALVINIALES,true,false,false,LC,,Dwarf Water Clover,,30435340.234393808990717,,,0.001803773771426,0.001268713932350,0.001415528184325,,
712,Mastomys natalensis,MAMMALIA,MURIDAE,RODENTIA,false,false,true,LC,,Natal Multimammate Mouse,,16655251.570330949500203,,,0.003296165669273,0.002318412305459,0.002586696557502,,
713,Megaceryle maxima,AVES,ALCEDINIDAE,CORACIIFORMES,true,true,true,LC,,Giant Kingfisher,Not a Migrant,13132757.600607393309474,,,0.004180269682027,0.002940261395626,0.003280505375300,,
714,Meizodon semiornatus,REPTILIA,COLUBRIDAE,SQUAMATA,false,false,true,LC,,Semi-ornate Snake,,3560133.014122449792922,,,0.015420341942690,0.010846150983124,0.012101256253742,,
715,Melaenornis fischeri,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,White-eyed Slaty-flycatcher,Not a Migrant,655055.680808183504269,,,0.083807331266091,0.058947264060874,0.065768579929191,,
716,Melaenornis pammelaina,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Southern Black-flycatcher,Not a Migrant,4080339.124124218709767,,,0.013454388659670,0.000255378613293,,,
717,Melaniparus albiventris,AVES,PARIDAE,PASSERIFORMES,false,false,true,LC,,White-bellied Tit,Not a Migrant,322290.505730036064051,,,,0.039577328526649,0.102767178416569,,
718,Melaniparus leucomelas,AVES,PARIDAE,PASSERIFORMES,false,false,true,LC,,Dark-eyed Black Tit,Not a Migrant,2587671.587215910200030,,,0.021215392521387,0.014922195065998,0.014018171431307,,
719,Melaniparus pallidiventris,AVES,PARIDAE,PASSERIFORMES,false,false,true,LC,,Cinnamon-breasted Tit,Not a Migrant,1126939.233991550281644,,,0.048714666047058,0.034264261130042,0.038229285663176,,
720,Melanoides tuberculata,GASTROPODA,THIARIDAE,SORBEOCONCHA,true,false,false,LC,,,,28015649.196375697851181,,,0.001959564386833,0.001378291822564,0.001537786313618,,
721,Melanoseps loveridgei,REPTILIA,SCINCIDAE,SQUAMATA,false,false,true,LC,,Loveridge’s Limbless Skink,,214243.282317375735147,,,0.087647879720557,0.180233143244949,0.201089534454960,,
722,Melierax metabates,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,false,false,true,LC,,Dark Chanting-goshawk,Not a Migrant,12483452.713331542909145,,,0.004397699074119,0.003093193932632,0.003451135105859,,10.000000000000000
723,Mellivora capensis,MAMMALIA,MUSTELIDAE,CARNIVORA,false,false,true,LC,,Honey Badger,,29718922.405569508671761,,,0.001847256360444,0.001299298126097,0.001449651549049,,
724,Melocichla mentalis,AVES,MACROSPHENIDAE,PASSERIFORMES,false,false,true,LC,,Moustached Grass-warbler,Not a Migrant,6246906.765347686596215,,,0.008788104337294,0.006181257643442,0.006896546325981,,
725,Meroles squamulosus,REPTILIA,LACERTIDAE,SQUAMATA,false,false,true,LC,,Common Desert Lizard,,3447813.074630997143686,,,0.015922692805816,0.011199487720287,0.012495480749319,,
726,Merops bullockoides,AVES,MEROPIDAE,CORACIIFORMES,true,false,true,LC,,White-fronted Bee-eater,Not a Migrant,5313113.053018171340227,,,0.010332636985400,0.007267630070330,0.008108632636159,,10.000000000000000
727,Merops hirundineus,AVES,MEROPIDAE,CORACIIFORMES,false,false,true,LC,,Swallow-tailed Bee-eater,Nomadic,8551947.105954485014081,,,0.006419411598208,0.004515198669118,0.005037692746171,,10.000000000000000
728,Merops persicus,AVES,MEROPIDAE,CORACIIFORMES,true,true,true,LC,,Blue-cheeked Bee-eater,Full Migrant,16159785.776436448097229,,,0.003397227487958,0.002389495796874,0.002666005756346,,10.000000000000000
729,Merops pusillus,AVES,MEROPIDAE,CORACIIFORMES,true,false,true,LC,,Little Bee-eater,Not a Migrant,14410188.447884352877736,,,0.003809698161670,0.002679613825373,0.002989695940280,,10.000000000000000
730,Merops superciliosus,AVES,MEROPIDAE,CORACIIFORMES,true,true,true,LC,,Olive Bee-eater,Full Migrant,4269595.015437751077116,,,0.012858003684361,0.009043888249719,0.010090437558019,,10.000000000000000
731,Mertensophryne taitana,AMPHIBIA,BUFONIDAE,ANURA,true,false,true,LC,,,,1144764.219059250317514,,,,0.033730736468080,0.037634022084223,,
732,Mertensophryne uzunguensis,AMPHIBIA,BUFONIDAE,ANURA,true,false,true,VU,B1ab(iii),Uzungwe Toad,,14755.187406589655438,,,,2.422866576715334,2.630194420908920,,
733,Mesocnemis singularis,INSECTA,PLATYCNEMIDIDAE,ODONATA,true,false,true,LC,,Common Riverjack,,10993573.527516849339008,,,0.004993687293928,0.003512392043818,0.003918842384914,,
734,Microcarbo africanus,AVES,PHALACROCORACIDAE,SULIFORMES,true,true,true,LC,,Long-tailed Cormorant,Not a Migrant,17476320.401779647916555,,,0.003141305902908,0.002209489143221,0.002465168920622,15.000000000000000,10.000000000000000
735,Microgomphus nyassicus,INSECTA,GOMPHIDAE,ODONATA,true,false,true,LC,,,,1700149.426509671378881,,,0.032290378470985,0.022711968482940,0.025340173769166,,
736,Micronisus gabar,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,false,true,LC,,Gabar Goshawk,Not a Migrant,13909981.572138145565987,,,0.003946695986225,0.002775973497227,0.003097206252782,,10.000000000000000
737,Micropanchax johnstoni,ACTINOPTERYGII,POECILIIDAE,CYPRINODONTIFORMES,true,false,false,LC,,Johnston's Topminnow,,2796047.400382347870618,,,0.019634312505474,,,,
738,Microparra capensis,AVES,JACANIDAE,CHARADRIIFORMES,true,true,true,LC,,Lesser Jacana,Not a Migrant,3244230.879195638932288,,,0.000709858562257,0.003972955832785,,,
739,Microphis fluviatilis,ACTINOPTERYGII,SYNGNATHIDAE,SYNGNATHIFORMES,true,true,false,DD,,Freshwater Pipefish,Unknown,3810663.457827993668616,,,0.014406538138773,0.010133075412853,0.011305664322784,,
740,Milvus aegyptius,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,true,true,LC,,Yellow-billed Kite,Full Migrant,18624701.727886315435171,,,0.002947615980181,0.002073254152219,0.002313168958663,,15.000000000000000
741,Milvus migrans,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,true,true,true,LC,,Black Kite,Full Migrant,71148544.266791149973869,,,0.000771603537430,0.000542720031578,0.000605523027144,,15.000000000000000
742,Miniopterus africanus,MAMMALIA,MINIOPTERIDAE,CHIROPTERA,false,false,true,DD,,African Long-fingered Bat,,2772060.348008653149009,,,0.019804211145209,0.013929617448233,0.015541538239690,,20.000000000000000
743,Miniopterus fraterculus,MAMMALIA,MINIOPTERIDAE,CHIROPTERA,false,false,true,LC,,Lesser Long-fingered Bat,,1669320.321377727203071,,,0.032886719065348,0.023131414442560,0.025808157577419,,10.000000000000000
744,Miniopterus natalensis,MAMMALIA,MINIOPTERIDAE,CHIROPTERA,false,false,true,LC,,Natal Long-fingered Bat,,3787938.261904550250620,,,,0.009616952306453,0.009849941135887,,10.000000000000000
745,Mirafra africana,AVES,ALAUDIDAE,PASSERIFORMES,false,false,true,LC,,Rufous-naped Lark,Not a Migrant,5074272.592441986314952,,,0.010818982906239,0.007609709468248,0.008490297104943,,10.000000000000000
746,Mirafra rufocinnamomea,AVES,ALAUDIDAE,PASSERIFORMES,false,false,true,LC,,Flappet Lark,Not a Migrant,9715719.468150859698653,,,0.005650478960327,0.003974357258642,0.004434265732201,,10.000000000000000
747,Mochlus sundevallii,REPTILIA,SCINCIDAE,SQUAMATA,false,false,true,LC,,Sundevall's Writhing Skink,,5388025.250386239960790,,,0.010188977573053,0.007166584861199,0.007995894580898,,
748,Modulatrix stictigula,AVES,MODULATRICIDAE,PASSERIFORMES,false,false,true,LC,,Spot-throat,Not a Migrant,70768.706526391295483,,,0.775744974493115,0.545632979412667,0.608773058261808,,
749,Monochoria africana,LILIOPSIDA,PONTEDERIACEAE,COMMELINALES,true,false,false,LC,,,,3138389.688964954577386,,,0.017492559522566,0.012303679280794,0.013727448204659,,
750,Monticola angolensis,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Miombo Rock-thrush,Not a Migrant,2218217.012105378322303,,,0.024748916873160,0.017407557502467,0.019421941886747,,
751,Monticola saxatilis,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Rufous-tailed Rock-thrush,Full Migrant,14469536.858756680041552,,,0.003749356766841,0.002668623091955,0.002977433370663,,
752,Mops condylurus,MAMMALIA,MOLOSSIDAE,CHIROPTERA,false,false,true,LC,,Angolan Mops Bat,,9105868.660491554066539,,,0.006028910638413,0.004240533400038,0.004731243498847,,15.000000000000000
753,Motacilla aguimp,AVES,MOTACILLIDAE,PASSERIFORMES,true,false,true,LC,,African Pied Wagtail,Not a Migrant,11320502.265761338174343,,,0.004849472854686,0.003410956447397,0.003805668767154,,15.000000000000000
754,Motacilla clara,AVES,MOTACILLIDAE,PASSERIFORMES,true,false,true,LC,,Mountain Wagtail,Not a Migrant,3121998.026124305557460,,,,0.007262899303406,0.011223410666788,,15.000000000000000
755,Motacilla flava,AVES,MOTACILLIDAE,PASSERIFORMES,true,false,true,LC,,Western Yellow Wagtail,Full Migrant,58597733.787510842084885,,,0.000936870163585,0.000658963029717,0.000735217543694,,15.000000000000000
756,Mungos mungo,MAMMALIA,HERPESTIDAE,CARNIVORA,false,false,true,LC,,Banded Mongoose,,10330989.058229714632034,,,0.005313960563678,0.003737661512710,0.004170179801612,,
757,Mus minutoides,MAMMALIA,MURIDAE,RODENTIA,false,false,true,LC,,Pygmy Mouse,,4215733.968036568723619,,,0.013022280071623,0.009159434747055,0.010219354975420,,
758,Mus musculoides,MAMMALIA,MURIDAE,RODENTIA,false,false,true,LC,,,,5020375.620285802520812,,,0.010935131669710,0.007691404610274,0.008581445923533,,
759,Muscicapa adusta,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,African Dusky Flycatcher,Not a Migrant,2389837.240582502447069,,,0.006853598065316,0.016157476976032,0.018027203346619,,
760,Muscicapa striata,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Spotted Flycatcher,Full Migrant,47157215.787286907434464,,,0.001164158390666,0.000818829940371,0.000913584086381,,
761,Mutela alata,BIVALVIA,IRIDINIDAE,UNIONIDA,true,false,false,LC,,,,179879.628963590570493,376.553782598751866,1302.968158668016486,0.305195584155548,,,,
762,Mycteria ibis,AVES,CICONIIDAE,CICONIIFORMES,true,true,true,LC,,Yellow-billed Stork,Full Migrant,15366557.358628941699862,,,0.003572593858077,0.002512842615948,0.002803626140575,15.000000000000000,20.000000000000000
763,Myosorex kihaulei,MAMMALIA,SORICIDAE,EULIPOTYPHLA,false,false,true,EN,B1ab(iii),Kihaule's Mouse Shrew,,1615.603718111172157,,,,,5.921204557808655,,
764,Myotis bocagii,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,false,false,true,LC,,Bocage's Mouse-eared Bat,,1819102.918386400211602,,,0.024976897649700,0.016699212105330,0.004533910570360,,15.000000000000000
765,Myotis tricolor,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,false,false,true,LC,,Temminck's Mouse-eared Bat,,4268412.448430436663330,,,0.012861566004338,0.009046393866032,0.010093233121636,,15.000000000000000
766,Myotis welwitschii,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,false,false,true,LC,,Welwitsch's Mouse-eared Bat,,4311587.028802244924009,,,0.012732775210727,0.008955806744298,0.009992163352730,,15.000000000000000
767,Myriophyllum spicatum,MAGNOLIOPSIDA,HALORAGACEAE,SAXIFRAGALES,true,false,false,LC,,Spiked Water-milfoil,,16057492.718607306480408,,,0.003418869271889,0.002404717901346,0.002682989346860,,
768,Myrmecocichla arnotti,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Arnot's Chat,Not a Migrant,3101860.169567239936441,,,,0.012448575396796,0.013889111547963,,
769,Myrmecocichla nigra,AVES,MUSCICAPIDAE,PASSERIFORMES,false,false,true,LC,,Sooty Chat,Not a Migrant,3505189.450964380986989,,,0.015662054564304,0.011016163528779,0.012290942473723,,
770,Naja nigricollis,REPTILIA,ELAPIDAE,SQUAMATA,false,false,true,LC,,Black-necked Spitting Cobra,,8054374.991041770204902,,,0.006815981190382,0.004794132410537,0.005348904408998,,
771,Najas graminea,LILIOPSIDA,HYDROCHARITACEAE,ALISMATALES,true,false,false,LC,,Ricefield Waternymph,,41935447.802632607519627,,,0.001309118450281,0.000920789981137,0.001027342836639,,
772,Najas marina,LILIOPSIDA,HYDROCHARITACEAE,ALISMATALES,true,false,false,LC,,Holly-leaved Naiad,,61405789.567385993897915,,,0.000894027563622,0.000628828982792,0.000701596416312,,
773,Najas pectinata,LILIOPSIDA,HYDROCHARITACEAE,ALISMATALES,true,false,false,LC,,,,12585013.972547724843025,,,,0.003068231809045,0.003423284391680,,
774,Najas schweinfurthii,LILIOPSIDA,HYDROCHARITACEAE,ALISMATALES,true,false,false,LC,,,,3284910.676376304123551,,,,0.011754882854360,0.013115145629722,,
775,Nandinia binotata,MAMMALIA,NANDINIIDAE,CARNIVORA,false,false,true,LC,,African Palm Civet,,6021549.216767176054418,,,0.009117000702470,0.006412592308248,0.007154650796732,,
776,Natriciteres olivacea,REPTILIA,NATRICIDAE,SQUAMATA,true,false,true,LC,,Olive Marsh Snake,,14629357.937627201899886,,,0.003752623230171,0.002639469234112,0.002944905858821,,
777,Natriciteres sylvatica,REPTILIA,NATRICIDAE,SQUAMATA,false,false,true,LC,,Forest Marsh Snake,,465506.991125637781806,,,0.031524871733968,,,,
778,Neafrapus boehmi,AVES,APODIDAE,CAPRIMULGIFORMES,false,false,true,LC,,Böhm's Spinetail,Not a Migrant,1675609.094668843550608,,,0.032763291040788,0.023044599312590,0.025711296291226,,10.000000000000000
779,Necrosyrtes monachus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,false,false,true,CR,A3cd+4acd,Hooded Vulture,Not a Migrant,11623256.326265012845397,,,,0.003322110354215,0.003706541496805,,100.000000000000000
780,Nectarinia famosa,AVES,NECTARINIIDAE,PASSERIFORMES,false,false,true,LC,,Malachite Sunbird,Not a Migrant,1109067.429088922450319,,,0.039477980888024,0.034816404465954,0.036549206692292,,
781,Nectarinia kilimensis,AVES,NECTARINIIDAE,PASSERIFORMES,false,false,true,LC,,Bronze Sunbird,Not a Migrant,511113.811634042882361,,,0.107409479434168,0.075548222944175,0.078901112008488,,
782,Neophedina cincta,AVES,HIRUNDINIDAE,PASSERIFORMES,true,false,true,LC,,Banded Martin,Full Migrant,11447572.723301921039820,,,0.004795642689168,0.003373094115626,0.003763425045871,,
