sci_name,class_name,family_name,order_name,biome_freshwater,biome_marine,biome_terrestrial,category,legend,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Avian_EAAA,Districts,FW_EAAA,Terrestrial_EAAA,Sensitivity_Score_TL,Sensitivity_Score_WF,aoo_km2,eoo_km2
Kaloula mediolineata,AMPHIBIA,MICROHYLIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Middle Back-stripe Bullfrog,Not a Migrant,1405590.99,,,0.139715716,0.656276395,0.042909864,0.019080321,,,,
Kerivoula furva,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Dark Flat-headed Woolly Bat,,350118.9564,,,0.638877609,3.508629227,0.180185308,0.076600043,,15,,
Ketupa flavipes,AVES,STRIGIDAE,STRIGIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Tawny Fish-owl,Not a Migrant,2659411.696,,,0.084110017,0.427926468,0.023721898,0.010084609,10,10,,
Ketupa ketupu,AVES,STRIGIDAE,STRIGIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Buffy Fish-owl,Not a Migrant,2572472.008,,,0.04315177,0.1414609,0.014776509,0.005413303,10,10,,
Ketupa zeylonensis,AVES,STRIGIDAE,STRIGIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Brown Fish-owl,Not a Migrant,5507795.814,,,0.040612101,0.223036155,0.011454,0.004869303,10,10,,
Labeo angra,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,2095424.315,,,0.092991983,0.576234427,0.026632314,0.012073866,,,,2086498
Labeo bata,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Minor Carp,Full Migrant,4517326.52,,,0.049516713,0.271939077,0.013965404,0.005936947,,,,4159193
Labeo catla,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Probably Extant (seasonality uncertain),,Catla,,2942743.632,,,0.076011773,0.417446355,0.021437916,0.009113647,,,,
Lalage melaschistos,AVES,CAMPEPHAGIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Black-winged Cuckooshrike,Full Migrant,6876112.447,,,0.032530469,0.178652925,0.009174703,0.003900333,,,,
Lamellidens consobrinus,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,Sippi,,1169937.016,,,0.191192482,1.050003194,0.05392281,0.022923565,,,,
Lamellidens corrianus,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Extant (resident),,Mattah,,4580944.769,,,0.001313569,0.016072049,,,,,,
Lamellidens corrianus,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,Mattah,,4580944.769,,,0.047515477,0.252090452,0.013771459,0.005854497,,,,
Lamellidens generosus,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,1567976.526,,,0.142657213,0.783454078,0.040234207,0.017104291,,,,
Lamellidens jenkinsianus,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,1747282.756,,,0.128017724,0.703055987,0.036105371,0.015349048,,,,
Lamellidens marginalis,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,Sippi,,2720643.27,,,,0.002671196,,,,,,
Lamellidens narainpirensis,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,940136.7593,,,,0.007730121,,,,,,
Lamellidens phenchooganjensis,BIVALVIA,UNIONIDAE,UNIONIDA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,503926.8987,,,,0.014421478,,,,,,
Lamelligomphus risi,INSECTA,GOMPHIDAE,ODONATA,TRUE,FALSE,TRUE,DD,Extant (resident),,,,658825.6138,,,,0.030008889,,,,,,
Lamelligomphus risi,INSECTA,GOMPHIDAE,ODONATA,TRUE,FALSE,TRUE,DD,Possibly Extant (resident),,,,658825.6138,,,0.125161762,1.290021324,0.028894418,0.016374915,,,,
Landoltia punctata,LILIOPSIDA,ARACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,Dotted Duckweed,,38269942.83,,,0.005844878,0.03209928,0.001648455,0.000700788,,,,
Lanius cristatus,AVES,LANIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Brown Shrike,Full Migrant,22019933.03,,,0.010158213,0.055787527,0.002864963,0.001217948,,10,,
Lanius schach,AVES,LANIIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Long-tailed Shrike,Full Migrant,11219107.79,,,0.019937696,0.109495124,0.005623111,0.002390487,,10,,
Lanius tephronotus,AVES,LANIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Grey-backed Shrike,Full Migrant,3062495.979,,,0.073039496,0.401123009,0.020599633,0.008757278,,10,,
Larus ichthyaetus,AVES,LARIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Pallas's Gull,Full Migrant,6010266.53,,,0.037216846,0.168840474,0.010496422,0.004462219,10,15,,
Larus ridibundus,AVES,LARIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Black-headed Gull,Full Migrant,44468270.27,,,0.000699447,0.010183837,1.02E-05,,10,15,,
Larvivora brunnea,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (breeding),,Indian Blue Robin,Full Migrant,3728013.637,,,,0.002872899,,,,,,
Larvivora brunnea,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Indian Blue Robin,Full Migrant,3728013.637,,,0.03044844,0.27357523,0.007362793,0.003081259,,,,
Larvivora brunnea,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (passage),,Indian Blue Robin,Full Migrant,3728013.637,,,0.029489251,0.052993517,0.009501516,0.004078074,,,,
Lasia spinosa,LILIOPSIDA,ARACEAE,ALISMATALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,9096723.084,,,0.024589422,0.135041772,0.006935057,0.002948218,,,,
Lathrecista asiatica ssp. asiatica,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,5565946.297,,,0.040187805,0.220705975,0.011334334,0.004818431,,,,
Laticilla cinerascens,AVES,PELLORNEIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,EN,Extant (resident),A2c+3c+4c; C2a(i),Swamp Grass-babbler,Not a Migrant,100962.0839,333.5571008,763.5095155,2.21551649,10.24785414,0.624851326,0.265635635,,,,
Lecythoconcha lecythis,GASTROPODA,VIVIPARIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,3073689.991,,,0.003872529,,,,,,,
Lecythoconcha lecythis,GASTROPODA,VIVIPARIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,3073689.991,,,0.042073349,0.208402581,0.014331279,0.005215527,,,,
Leioptila annectens,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rufous-backed Sibia,Not a Migrant,696352.4039,,,0.162205479,0.92158225,0.040540532,0.021479472,,,,
Leiothrix argentauris,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Silver-eared Mesia,Not a Migrant,1298648.081,,,0.172243093,0.855831608,0.048578435,0.020651574,,,,
Leiothrix lutea,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Red-billed Leiothrix,Altitudinal Migrant,3043327.841,,,,0.182581448,,,,,,
Lemna perpusilla,LILIOPSIDA,ARACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,,82471181.6,,,0.002712258,0.014895356,0.00076495,0.000325194,,,,
Leopoldamys edwardsi,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,2070615.125,,,0.108027397,0.478357975,0.030467416,0.012952251,,,>2000,4632230
Lepidocephalichthys berdmorei,ACTINOPTERYGII,COBITIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,Unknown,514849.1242,,,0.023119306,0.487601226,,,,,,
Lepidocephalichthys guntea,ACTINOPTERYGII,COBITIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (seasonality uncertain),,,Unknown,3228501.551,,,0.069283895,0.380497758,0.019540425,0.008306989,,,,
Lepidocephalichthys irrorata,ACTINOPTERYGII,COBITIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,320061.5671,,,0.698875419,3.724770604,0.19710674,0.083793651,,,,214869
Lepidocephalichthys menoni,ACTINOPTERYGII,COBITIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,340456.2307,,,0.65701004,3.340716214,0.185299273,0.078774083,,,,
Lepidodactylus lugubris,REPTILIA,GEKKONIDAE,SQUAMATA,TRUE,FALSE,TRUE,LC,Extant (resident),,Mourning Gecko,,7645910.218,,,0.029255269,0.155330218,0.008250985,0.003507643,,,,
Leptobrachium rakhinense,AMPHIBIA,MEGOPHRYIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Rakhine Bicolor-eyed Toadfrog,Not a Migrant,87725.59785,,,2.186126953,11.98629088,0.638442295,0.28613695,,,,
Leptocoma brasiliana,AVES,NECTARINIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Maroon-bellied Sunbird,Not a Migrant,1629654.503,,,0.040105087,0.186984243,0.005416785,0.000887865,,,,
Leptocoma zeylonica,AVES,NECTARINIIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Purple-rumped Sunbird,Not a Migrant,1826826.127,,,,0.091462697,,,,,,
Leptoptilos dubius,AVES,CICONIIDAE,CICONIIFORMES,TRUE,FALSE,TRUE,NT,Extant (resident),D1,Greater Adjutant,Not a Migrant,2919711.75,,,0.028940538,0.008815132,0.005982212,0.001713225,60,80,,
Leptoptilos dubius,AVES,CICONIIDAE,CICONIIFORMES,TRUE,FALSE,TRUE,NT,Possibly Extinct,D1,Greater Adjutant,Not a Migrant,2919711.75,,,0.047670847,0.41192421,0.015624815,0.007472314,60,80,,
Leptoptilos javanicus,AVES,CICONIIDAE,CICONIIFORMES,TRUE,TRUE,TRUE,NT,Extant (resident),A2cd+4cd,Lesser Adjutant,Not a Migrant,4946743.596,,,0.045218265,0.248332581,0.012753095,0.005421572,45,60,,
Lepus nigricollis,MAMMALIA,LEPORIDAE,LAGOMORPHA,FALSE,FALSE,TRUE,LC,Extant (resident),,Indian Hare,,3320046.935,,,,0.116896512,,,,,,5192425
Lestes concinnus,INSECTA,LESTIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,Dusky Spreadwing,,7871112.566,,,0.028418239,0.156069119,0.008014914,0.003407285,,,,
Lestes dorothea,INSECTA,LESTIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,1623814.898,,,0.137751638,0.756513322,0.038850667,0.016516123,,,,
Lestes nodalis,INSECTA,LESTIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,2687969.482,,,0.083216407,0.457013225,0.023469869,0.009977467,,,,
Lestes praemorsus,INSECTA,LESTIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,10152752.31,,,0.022031776,0.120995526,0.006213713,0.002641562,,,,
Lestes viridulus,INSECTA,LESTIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,1965265.703,,,,0.003697908,,,,,,
Lewinia striata,AVES,RALLIDAE,GRUIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Slaty-breasted Rail,Not a Migrant,4919938.88,,,0.045464622,0.249685541,0.012822576,0.00545111,10,10,,
Libellago lineata,INSECTA,CHLOROCYPHIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,6293530.201,,,,0.00314142,,,,,,
Libellago lineata,INSECTA,CHLOROCYPHIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,6293530.201,,,0.035541763,0.192049127,0.010023991,0.004261381,,,,
Limnonectes khasianus,AMPHIBIA,DICROGLOSSIDAE,ANURA,TRUE,FALSE,TRUE,LC,Extant (resident),,Khasi Wart Frog,Not a Migrant,247504.986,,,0.903752144,3.87016,0.254888974,0.108357927,,,,
Limnophila diffusa,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,DD,Possibly Extant (resident),,,,1152522.775,,,,0.00630562,,,,,,
Limnophila erecta,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,5044006.549,,,,0.001440793,,,,,,
Limnophila heterophylla,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Sarai phung pla chado,,4988583.38,,,0.044839014,0.246249789,0.012646134,0.005376101,,,,
Limnophila indica,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Extant (resident),,Indian Marshweed,,16782509,,,0.009272078,0.070099343,0.002766265,0.001104726,,,,
Limnophila micrantha,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Ya cham,,6630375.043,,,0.033736125,0.185274226,0.00951474,0.004044888,,,,
Limnophila pulcherrima,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,DD,Possibly Extant (resident),,,,1396773.356,,,,0.005202971,,,,,,
Limnophila rugosa,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Om kop,,13517417.75,,,0.016547773,0.090878127,0.004667037,0.001984042,,,,
Limnophyton obtusifolium,LILIOPSIDA,ALISMATACEAE,ALISMATALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Arrow Head,,30976182.9,,,0.007221134,0.039657488,0.002036606,0.000865798,,,,
Limosa limosa,AVES,SCOLOPACIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,NT,Extant (passage),A2bcde+3bcde+4bcde,Black-tailed Godwit,Full Migrant,55646401.3,,,0.004019724,0.022075778,0.001133699,0.000481956,20,20,,
Lindernia procumbens,MAGNOLIOPSIDA,LINDERNIACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Lindernie couch̩e,,24464619.02,,,,0.000297056,,,,,,
Liocichla phoenicea,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Red-faced Liocichla,Not a Migrant,422829.3947,,,0.529015165,2.905279573,0.149200346,0.063427774,,,,
Liopeltis frenata,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Stripe-Necked Snake,,329293.1637,,,,0.179020028,,,,,,
Liotelphusa laevis,MALACOSTRACA,GECARCINUCIDAE,DECAPODA,TRUE,FALSE,FALSE,NT,Probably Extant (resident),,,,146875.0766,424.8253237,734.0198407,1.522948392,6.806910558,0.429523466,0.182598218,,,,
Liotelphusa quadrata,MALACOSTRACA,GECARCINUCIDAE,DECAPODA,TRUE,FALSE,FALSE,VU,Probably Extant (resident),B1ab(iii); D2,,,65181.42805,234.2396393,579.8941614,0.182612667,1.247355163,,,,,,"~20,000"
Lissemys punctata,REPTILIA,TRIONYCHIDAE,TESTUDINES,TRUE,FALSE,TRUE,VU,Extant (resident),A2cd+4cd,Indian Flapshell Turtle,,3127752.51,,,0.045218659,0.228569207,0.014842883,0.0059276,,,,
Lobothelphusa woodmasoni,MALACOSTRACA,POTAMIDAE,DECAPODA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,180792.7956,809.2317515,1561.414494,,0.503725563,,,,,,
Locustella lanceolata,AVES,LOCUSTELLIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Lanceolated Warbler,Full Migrant,16638345.97,,,0.013443834,0.073831714,0.00379162,0.001611887,,,,
Locustella luteoventris,AVES,LOCUSTELLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Brown Grasshopper-warbler,Altitudinal Migrant,1717351.483,,,8.52E-05,0.255402784,,,,,,
Locustella mandelli,AVES,LOCUSTELLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Russet Grasshopper-warbler,Altitudinal Migrant,1980961.954,,,0.112916435,0.576077622,0.031846292,0.013538436,,,,
Locustella tacsanowskia,AVES,LOCUSTELLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Chinese Grasshopper-warbler,Full Migrant,8778101.258,,,0.025481953,0.088981044,0.007186781,0.003055231,,,,
Locustella tacsanowskia,AVES,LOCUSTELLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (passage),,Chinese Grasshopper-warbler,Full Migrant,8778101.258,,,,0.050944644,,,,,,
Locustella thoracica,AVES,LOCUSTELLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Spotted Grasshopper-warbler,Full Migrant,1327989.455,,,0.168437453,0.843252089,0.047505115,0.020195286,,,,
Lonchura atricapilla,AVES,ESTRILDIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Chestnut Munia,Not a Migrant,4350610.431,,,,0.04484761,,,,,,
Lonchura punctulata,AVES,ESTRILDIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Scaly-breasted Munia,Not a Migrant,7697234.555,,,0.029060198,0.159594669,0.008195969,0.003484255,,,,
Lonchura striata,AVES,ESTRILDIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,White-rumped Munia,Not a Migrant,5457141.155,,,0.037446097,0.213541512,0.010697522,0.004875462,,,,
Lophotriorchis kienerii,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,FALSE,FALSE,TRUE,NT,Extant (resident),A4c,Rufous-bellied Eagle,Not a Migrant,3780005.735,,,0.000770082,,,,,20,,
Lophura leucomelanos,AVES,PHASIANIDAE,GALLIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Kalij Pheasant,Not a Migrant,1321570.103,,,0.169255616,0.929528899,0.047735865,0.020293382,10,10,,
Loriculus vernalis,AVES,PSITTACIDAE,PSITTACIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Vernal Hanging-parrot,Full Migrant,2288639.285,,,0.08169348,0.514449125,0.027231271,0.011718372,10,10,,
Losaria coon,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Clubtail,,1933027.757,,,,0.069544957,,,,,,
Loxia curvirostra,AVES,FRINGILLIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Red Crossbill,Not a Migrant,29558878.69,,,0.007567376,0.041559006,0.002134259,0.000907312,,,,
Luscinia svecica,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Bluethroat,Full Migrant,61258910.64,,,0.003651439,0.020053207,0.00102983,0.0004378,,,,
Lutra lutra,MAMMALIA,MUSTELIDAE,CARNIVORA,TRUE,TRUE,TRUE,NT,Extant (resident),A2c,Eurasian Otter,Not a Migrant,27043575.93,,,,0.001539706,,,,,,
Lutrogale perspicillata,MAMMALIA,MUSTELIDAE,CARNIVORA,TRUE,TRUE,TRUE,VU,Extant (resident),A2cde+3cde,Smooth-coated Otter,Not a Migrant,4901076.705,,,0.045639596,0.235041485,0.012871925,0.005472089,,,,
Lycodon aulicus,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Wolf Snake,,4117600.982,,,0.054323661,0.298338185,0.015321128,0.006513289,,,,
Lycodon fasciatus,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Banded Wolf Snake,,3719268.384,,,0.06014171,0.330290121,0.016962017,0.007210861,,,,
Lycodon septentrionalis,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Northern Large-toothed Snake,,1612361.202,,,0.138730181,0.76188735,0.03912665,0.016633449,,,,
Lycodon zawi,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,87032.40247,,,,2.713863302,,,,,,
Lygosoma albopunctata,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,White-spotted Supple Skink,,779646.9332,,,0.286903151,1.575633214,0.080916488,0.034399067,,,,
Lygosoma anguinum,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,,,220892.2355,,,0.100952449,0.002916874,,,,,,
Lygosoma punctata,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Dotted Garden Skink,,3272959.658,,,0.06834278,0.375329283,0.019274998,0.008194151,,,,
Lymnaea acuminata,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,5389211.639,,,,0.010213756,,,,,,
Lymnaea acuminata,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,5389211.639,,,0.04150573,0.217678173,0.011706034,0.004976447,,,,
Lymnaea andersoniana,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,2047461.882,,,,0.026884062,,,,,,
Lymnaea andersoniana,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,2047461.882,,,0.109248999,0.572923576,0.030811949,0.013098719,,,,
Lymnaea horae,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,DD,Possibly Extant (resident),,,,158868.7884,583.3695611,682.0517392,1.407974241,7.732403673,0.397096828,0.168813066,,,,
Lymnaea luteola,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,11441229.37,,,0.019550623,0.107369371,0.005513943,0.002344077,,,,
Lymnaea ovalior,GASTROPODA,LYMNAEIDAE,HYGROPHILA,TRUE,FALSE,FALSE,VU,Probably Extant (resident),"B1ab(ii,iii)",,,41230.59401,168.8013056,335.7234393,0.288692285,1.152563929,,,,,15-20,287
Lyncornis macrotis,AVES,CAPRIMULGIDAE,CAPRIMULGIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Great Eared-nightjar,Not a Migrant,1659831.611,,,0.105882998,0.587341745,0.032611073,0.015835228,,10,,
Lyriothemis cleis,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,4006491.546,,,0.055830184,0.306611805,0.015746019,0.006693918,,,,100000
Lyroderma lyra,MAMMALIA,MEGADERMATIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Greater False Vampire,,6089996.89,,,0.036729602,0.201713995,0.010359002,0.0044038,,10,,
Macaca arctoides,MAMMALIA,CERCOPITHECIDAE,PRIMATES,FALSE,FALSE,TRUE,VU,Extant (resident),A2cd+3cd,Stump-tailed Macaque,,1720475.672,,,,1.32E-05,,,,,,
Macaca arctoides,MAMMALIA,CERCOPITHECIDAE,PRIMATES,FALSE,FALSE,TRUE,VU,Possibly Extinct,A2cd+3cd,Stump-tailed Macaque,,1720475.672,,,0.130012395,0.713997211,0.036667936,0.015588205,,,,
Macaca assamensis,MAMMALIA,CERCOPITHECIDAE,PRIMATES,FALSE,FALSE,TRUE,NT,Extant (resident),A2cd,Assamese Macaque,Not a Migrant,1816463.9,,,0.12314209,0.676279668,0.034730276,0.01476447,,,,
Macaca assamensis ssp. assamensis,MAMMALIA,CERCOPITHECIDAE,PRIMATES,FALSE,FALSE,TRUE,NT,Extant (resident),A2cd,Assam Macaque,Not a Migrant,1639290.215,,,0.136451227,0.749371644,0.038483907,0.016360207,,,,
Macaca leonina,MAMMALIA,CERCOPITHECIDAE,PRIMATES,FALSE,FALSE,TRUE,VU,Extant (resident),A2acd+3cd,Northern Pig-tailed Macaque,,1556775.94,,,0.143683594,0.78909082,0.040523681,0.017227352,,,,
Macaca mulatta,MAMMALIA,CERCOPITHECIDAE,PRIMATES,FALSE,FALSE,TRUE,LC,Extant (resident),,Rhesus Monkey,,7502806.472,,,0.029813266,0.163730413,0.008408359,0.003574546,,,,
Machlolophus spilonotus,AVES,PARIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Yellow-cheeked Tit,Altitudinal Migrant,1256733.832,,,,0.199201247,,,,,,
Macrobrachium altifrons,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,Unknown,609857.8106,,,0.366779203,1.864971852,0.103444263,0.043976033,,,,
Macrobrachium assamense,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,Full Migrant,857168.1799,,,0.096200228,0.991193263,0.022208457,0.012585877,,,,
Macrobrachium birmanicum,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,Unknown,1216699.25,,,,0.005973022,,,,,,
Macrobrachium cacharense,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,DD,Extant (resident),,,Unknown,16624.8897,181.0224388,187.0738744,,5.469902337,,,,,,
Macrobrachium cavernicola,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Extant (resident),,,Not a Migrant,8619.222381,63.5845764,203.0508733,,0.834508063,,,,,,
Macrobrachium dayanum,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,Unknown,1384803.642,,,0.053503483,0.104721438,0.012031617,0.005978509,,,,
Macrobrachium gangeticum,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,Full Migrant,191623.2173,662.9574512,1915.297118,,0.54376041,,,,,,
Macrobrachium lamarrei,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,Unknown,1501447.552,,,,8.89E-05,,,,,,
Macrobrachium malcolmsonii,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,Unknown,2205175.584,,,,3.38E-05,,,,,,
Macrobrachium manipurense,MALACOSTRACA,PALAEMONIDAE,DECAPODA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,Unknown,30310.14655,170.1122159,231.3268369,,1.563419219,,,,,,
